iter	Logloss
308	0.3133048031
309	0.3132138473
310	0.3130978824
311	0.313004894
312	0.3129091207
313	0.3128105917
314	0.3126704361
315	0.3125887427
316	0.3124912997
317	0.3124011205
318	0.3122960849
319	0.3122011904
320	0.3120896228
321	0.3120170862
322	0.3118985672
323	0.3118183604
324	0.3117423406
325	0.3116579589
326	0.311564806
327	0.3114423804
328	0.3113640323
329	0.311249757
330	0.3111484812
331	0.3110576285
332	0.3109787759
333	0.3108764463
334	0.3108011326
335	0.3107054959
336	0.3105809824
337	0.3105156031
338	0.3104186068
339	0.3103619629
340	0.3102606565
341	0.310159614
342	0.3100433039
343	0.3099462933
344	0.3098450117
345	0.3097601149
346	0.3096643722
347	0.3095732647
348	0.3094831732
349	0.3093694524
350	0.3093060908
351	0.3092302269
352	0.30915454
353	0.309050813
354	0.3089345676
355	0.3088366771
356	0.3087557316
357	0.3086999291
358	0.3086084632
359	0.3085180014
360	0.3084296523
361	0.3083103674
362	0.3082132781
363	0.3081135793
364	0.3080022349
365	0.3079108453
366	0.3078363943
367	0.3077378903
368	0.3076417409
369	0.3075492421
370	0.3074647706
371	0.3073836017
372	0.3073012803
373	0.3072497103
374	0.307155278
375	0.3070791524
376	0.3069873129
377	0.3068922489
378	0.3068145368
379	0.3067295323
380	0.3066727328
381	0.3065916021
382	0.3065237979
383	0.3064470199
384	0.3063522603
385	0.3062785615
386	0.3061883857
387	0.3061079069
388	0.3060278895
389	0.3059216555
390	0.3058393294
391	0.3057530364
392	0.3056823256
393	0.305575609
394	0.3054952808
395	0.3054012076
396	0.3053398659
397	0.3052477327
398	0.3051678131
399	0.305088299
400	0.3050011851
401	0.3048904384
402	0.3048049362
403	0.3047115466
404	0.3046097668
405	0.3045037028
406	0.3044324892
407	0.304350967
408	0.3042376649
409	0.3041578926
410	0.3040934897
411	0.304007107
412	0.3039171453
413	0.3038039967
414	0.3037308516
415	0.3036809721
416	0.3035967529
417	0.3035127644
418	0.3034377248
419	0.3033702334
420	0.3032753774
421	0.3031930348
422	0.3031130938
423	0.3030509975
424	0.3029737961
425	0.3028791708
426	0.3027986938
427	0.302721603
428	0.3026634959
429	0.3025865605
430	0.3025259941
431	0.3024592643
432	0.3023824513
433	0.3023172614
434	0.3022473819
435	0.3021521747
436	0.302062849
437	0.3019994041
438	0.3019242492
439	0.3018415579
440	0.3017760822
441	0.3017049333
442	0.3016453566
443	0.3015792647
444	0.3014809136
445	0.3013952723
446	0.301335488
447	0.3012451425
448	0.3011736946
449	0.3010996286
450	0.3010186477
451	0.300945282
452	0.300861768
453	0.3007945753
454	0.3007292303
455	0.300653568
456	0.3005950643
457	0.300510099
458	0.3004191507
459	0.3003537759
460	0.3002870421
461	0.3002007668
462	0.3001256416
463	0.3000401339
464	0.2999610723
465	0.2998785159
466	0.2998110507
467	0.2997578926
468	0.2996758131
469	0.2996252163
470	0.2995450979
471	0.2994921443
472	0.2994182696
473	0.2993773598
474	0.299303369
475	0.2992119095
476	0.2991490089
477	0.2990906365
478	0.2990216095
479	0.298932982
480	0.2988654986
481	0.298780267
482	0.2986978965
483	0.2986057278
484	0.2985406835
485	0.2984537746
486	0.2983886584
487	0.2983093359
488	0.2982381604
489	0.2981686222
490	0.2980735388
491	0.297991274
492	0.2979206349
493	0.2978455592
494	0.2977687309
495	0.2976926632
496	0.297609671
497	0.2975460372
498	0.2974777626
499	0.2973886236
500	0.2973136872
501	0.297267402
502	0.2971919783
503	0.297104358
504	0.297020818
505	0.2969520228
506	0.296878995
507	0.2968275765
508	0.2967584792
509	0.2966739725
510	0.2965946805
511	0.2965086032
512	0.2964442884
513	0.2963468458
514	0.2962683501
515	0.2961978835
516	0.2961421938
517	0.2961029504
518	0.2960332366
519	0.2959763878
520	0.2959047214
521	0.2958412566
522	0.2957837944
523	0.2957072195
524	0.2956203284
525	0.2955312606
526	0.2954858233
527	0.2954412007
528	0.2953578889
529	0.2952810505
530	0.2951851432
531	0.29511823
532	0.2950351831
533	0.2949760043
534	0.2949091153
535	0.2948437884
536	0.2948004856
537	0.2947441933
538	0.2946816163
539	0.2946214649
540	0.2945567117
541	0.2944869595
542	0.2944237992
543	0.294362592
544	0.294271421
545	0.2942009945
546	0.2941323393
547	0.2940500365
548	0.2939979552
549	0.2939262279
550	0.2938478503
551	0.2937612346
552	0.2936868565
553	0.293636612
554	0.293561242
555	0.2934854811
556	0.2934070201
557	0.293330383
558	0.2932754329
559	0.2932206272
560	0.2931417088
561	0.2930919669
562	0.2930263576
563	0.2929600216
564	0.2928953546
565	0.2928338254
566	0.292792569
567	0.2927390881
568	0.2926889218
569	0.2926417294
570	0.2925892652
571	0.2925340751
572	0.2924674184
573	0.2924000089
574	0.2923375746
575	0.292258051
576	0.2921945031
577	0.292121666
578	0.2920541557
579	0.2919770321
580	0.2919290633
581	0.2918608005
582	0.2918012557
583	0.2917415581
584	0.291682682
585	0.2915996874
586	0.29155526
587	0.2914892353
588	0.2914098606
589	0.2913669711
590	0.291306603
591	0.2912320137
592	0.2911561826
593	0.2910968098
594	0.2910416253
595	0.2909823676
596	0.2909269114
597	0.2908794436
598	0.2908369521
599	0.2907581441
600	0.2906912459
601	0.2906103141
602	0.2905594102
603	0.2904761513
604	0.2904128484
605	0.2903625883
606	0.2902967783
607	0.2902321966
608	0.2901624122
609	0.2901010677
610	0.2900211583
611	0.289954771
612	0.2898944003
613	0.2898173172
614	0.2897366755
615	0.2896656995
616	0.2896103468
617	0.2895658954
618	0.2895105961
619	0.2894558016
620	0.2893716901
621	0.2893153036
622	0.2892562519
623	0.289196517
624	0.2891273744
625	0.2890605247
626	0.2889858467
627	0.2889178899
628	0.2888741718
629	0.2888188381
630	0.2887523148
631	0.2886958677
632	0.2886337731
633	0.2885791676
634	0.2885266381
635	0.2884715878
636	0.2884074454
637	0.2883474462
638	0.2882845898
639	0.2882319942
640	0.2881380476
641	0.2880617132
642	0.2880034478
643	0.2879312609
644	0.2878683156
645	0.2878062071
646	0.2877345888
647	0.2876881423
648	0.2876357186
649	0.2875711957
650	0.2875070938
651	0.2874364296
652	0.2873869351
653	0.287349981
654	0.2872854257
655	0.2872238979
656	0.2871841495
657	0.2871188182
658	0.2870498768
659	0.2869774355
660	0.2869185487
661	0.2868764884
662	0.2867891375
663	0.286723668
664	0.286637754
665	0.2865948028
666	0.2865202337
667	0.2864401819
668	0.2863810206
669	0.2863170785
670	0.2862428347
671	0.2862018571
672	0.2861368578
673	0.2860547881
674	0.2859997672
675	0.2859532697
676	0.2859132837
677	0.2858580188
678	0.2857802532
679	0.2857111641
680	0.2856723317
681	0.2855961103
682	0.285552872
683	0.2854815548
684	0.2854195908
685	0.2853614061
686	0.285307604
687	0.2852477879
688	0.2851972257
689	0.2851566154
690	0.2850974543
691	0.2850278078
692	0.2849692289
693	0.2848934193
694	0.2848471982
695	0.2847697227
696	0.2847176362
697	0.2846585627
698	0.2845929284
699	0.2845555427
700	0.2844960901
701	0.2844169198
702	0.2843591742
703	0.2842986797
704	0.284256483
705	0.2841966047
706	0.2841260671
707	0.2840769668
708	0.2840379286
709	0.2839640673
710	0.2838999115
711	0.283848477
712	0.28375726
713	0.283696765
714	0.2836433364
715	0.283585471
716	0.2835026924
717	0.2834341162
718	0.2833569553
719	0.2833026768
720	0.283229781
721	0.2831744757
722	0.2831215941
723	0.2830428695
724	0.2829681614
725	0.2829250055
726	0.2828565667
727	0.2827907002
728	0.2827273682
729	0.28266358
730	0.282613889
731	0.2825542333
732	0.2825084607
733	0.2824437052
734	0.2823872
735	0.2823462274
736	0.2822657991
737	0.2822176303
738	0.2821657923
739	0.2821122355
740	0.2820480846
741	0.2819948691
742	0.2819347122
743	0.2818703122
744	0.281807077
745	0.2817680996
746	0.2817124916
747	0.2816815408
748	0.2816125193
749	0.2815543644
750	0.2814901691
751	0.2814327767
752	0.2813647904
753	0.2813042817
754	0.2812517458
755	0.2811902494
756	0.2811431394
757	0.2811075712
758	0.2810492483
759	0.2809901294
760	0.2809342648
761	0.2808854189
762	0.2808280384
763	0.2807781321
764	0.2807192117
765	0.2806557966
766	0.280592171
767	0.2805415084
768	0.2804839727
769	0.2804397604
770	0.2803826515
771	0.2803331313
772	0.2802768501
773	0.2802352764
774	0.2801667834
775	0.2801186301
776	0.2800397899
777	0.279965935
778	0.279910998
779	0.2798651295
780	0.2798138406
781	0.2797625025
782	0.2797094533
783	0.2796595393
784	0.2796028777
785	0.2795514594
786	0.2794918446
787	0.2794216735
788	0.2793732264
789	0.2793183897
790	0.2792520683
791	0.2792023827
792	0.2791455053
793	0.2790852663
794	0.2790315407
795	0.2789707753
796	0.2789143602
797	0.2788473453
798	0.2787898611
799	0.278726056
800	0.2786694763
801	0.2786313801
802	0.2785779767
803	0.2785146403
804	0.2784583219
805	0.2784048737
806	0.2783523157
807	0.2782921663
808	0.278210484
809	0.2781729026
810	0.2780879801
811	0.2780104453
812	0.2779611348
813	0.2778993614
814	0.277842337
815	0.2777965834
816	0.2777530706
817	0.2776929945
818	0.2776458553
819	0.2775877698
820	0.2775328023
821	0.2774935404
822	0.2774420521
823	0.2774094591
824	0.2773467668
825	0.2772847576
826	0.2772156388
827	0.2771633218
828	0.2771256782
829	0.27707601
830	0.2770007531
831	0.2769473829
832	0.276894027
833	0.2768358874
834	0.2767925713
835	0.2767448984
836	0.2767064495
837	0.2766444431
838	0.2765873997
839	0.2765475502
840	0.27651176
841	0.2764746438
842	0.2764259955
843	0.2763909978
844	0.2763359689
845	0.2762614672
846	0.2762279692
847	0.2761776526
848	0.2761386954
849	0.2760760627
850	0.2760173788
851	0.2759511952
852	0.2758821986
853	0.2758322903
854	0.275774043
855	0.2757081829
856	0.2756714794
857	0.2756019244
858	0.2755640421
859	0.2754935008
860	0.2754496953
861	0.2753877859
862	0.2753403326
863	0.2752783322
864	0.275227272
865	0.2751661876
866	0.2751185761
867	0.2750787507
868	0.2750221338
869	0.2749491072
870	0.2748865322
871	0.274847517
872	0.2748067567
873	0.2747696962
874	0.2747196032
875	0.2746757017
876	0.2746436784
877	0.2745819315
878	0.2745408042
879	0.2744874567
880	0.2744326398
881	0.2743674849
882	0.2743187755
883	0.2742581786
884	0.2741918841
885	0.2741338138
886	0.2740555556
887	0.274006775
888	0.2739444945
889	0.273899469
890	0.2738575709
891	0.2738162393
892	0.2737677267
893	0.2737189488
894	0.2736513906
895	0.2735955774
896	0.2735500033
897	0.2734883387
898	0.2734300872
899	0.273381902
900	0.2733158065
901	0.2732660004
902	0.2731962142
903	0.27315542
904	0.2731090942
905	0.2730634217
906	0.2730225785
907	0.27296895
908	0.2729057584
909	0.272850898
910	0.2728248598
911	0.2727848093
912	0.2727295798
913	0.272701888
914	0.2726513114
915	0.2726012477
916	0.2725523361
917	0.2725021363
918	0.2724583936
919	0.2723986688
920	0.2723245483
921	0.2722529098
922	0.272187225
923	0.272142595
924	0.272088937
925	0.2720476847
926	0.2719856957
927	0.2719379692
928	0.2718843739
929	0.2718461768
930	0.2717942136
931	0.271749823
932	0.2716978115
933	0.2716254963
934	0.271570911
935	0.2715277293
936	0.2714872336
937	0.2714398455
938	0.271382516
939	0.2713293518
940	0.2712768146
941	0.2712215551
942	0.2711919214
943	0.2711494364
944	0.2710958001
945	0.2710544022
946	0.2710099312
947	0.2709655792
948	0.270908765
949	0.2708649632
950	0.2708094468
951	0.2707646016
952	0.2707073753
953	0.2706639312
954	0.2705824142
955	0.2705319849
956	0.2704625022
957	0.2704033267
958	0.2703489506
959	0.2702909383
960	0.270247669
961	0.270216526
962	0.2701584665
963	0.2700922174
964	0.2700258442
965	0.2699791313
966	0.2699353995
967	0.2698877336
968	0.2698532595
969	0.2698017312
970	0.2697382903
971	0.2696808766
972	0.2696145383
973	0.2695381256
974	0.2694968344
975	0.2694503721
976	0.2693805259
977	0.2693058672
978	0.2692593466
979	0.2692057768
980	0.2691692213
981	0.2691213964
982	0.2690766189
983	0.2690347223
984	0.268985809
985	0.2689287805
986	0.2688901766
987	0.2688430516
988	0.2688043639
989	0.2687520191
990	0.2687190069
991	0.2686526229
992	0.2686202062
993	0.2685681385
994	0.2685299039
995	0.2684571047
996	0.2684097249
997	0.2683451416
998	0.2683007952
999	0.268263728
