,Pressure,MaxTemp,MinTemp,Humidity,Cloud,Sunshine,WindSpeed,Rainfall,RainTomorrow
3378,1005.4,32.3,28,80,84,5.6,22,12.5,1
3379,1005.4,32,27.2,83,88,2,15,8.5,1
3380,1004.8,30.5,27.3,82,84,2,14,6.6,1
3381,1002.9,30.1,26.2,88,88,3.1,34,17.7,1
3382,1003.9,28.4,25.4,88,89,0,34,46.9,1
3383,1007.2,28.5,24.8,91,86,1.4,20,48.7,0
3384,1007.8,31,26.5,81,83,2.6,27,0,0
3385,1008.7,32.6,28.2,73,63,10.6,26,0,0
3386,1007.1,31.5,28.4,75,74,7.5,31,0,0
3387,1005.2,30.8,28.6,76,86,2.5,32,0.5,1
3388,1006.1,29.3,24.9,83,90,0,26,17.4,1
3389,1008.4,27.9,24.1,94,88,0.9,15,49.6,1
3390,1010.2,32,23.9,86,77,8.5,11,31.2,1
3391,1009.4,32,26.3,77,57,10.8,13,20.1,0
3392,1008,32.5,27.7,75,35,10.9,11,0,0
3393,1006.5,32.7,27.9,72,20,12,17,0,0
3394,1003.1,33.1,27.6,75,30,10.8,16,0,1
3395,1002,31.9,27.6,80,84,4.8,39,8.1,0
3396,1004.8,33,28,79,60,9.9,22,0,0
3397,1004.7,33,27.6,77,53,8.9,7,0,0
3398,1004.3,31,27.8,78,72,4.7,16,0,1
3399,1005.2,32.8,27.5,83,78,5.1,25,4.8,0
3400,1005.5,32.5,27.5,83,72,8.3,22,0.8,0
3401,1002.9,32.5,27.7,73,39,9.5,15,0.4,1
3402,997.4,34.3,26,78,72,4.1,28,11.7,1
3403,999.9,28.7,25,89,90,0.6,44,124.6,1
3404,1008.6,31.5,25.7,87,73,5.7,24,8.1,0
3405,1009.3,32.5,27.2,83,62,10.1,12,0.6,0
3406,1006.7,32.4,27.3,80,51,6.5,11,0,1
3407,1005.3,32.1,26.9,81,67,6.6,15,7.6,1
3408,1004.1,31,27.9,79,84,3.7,25,2.6,1
3409,1003.9,31.5,27.5,80,82,6.3,23,8.3,1
3410,1003.9,33.1,27.4,85,86,5.1,18,24.1,1
3411,1003,30.8,25.3,86,81,1.6,20,33.6,1
3412,1002.4,32.6,26.6,84,82,4,20,10.2,1
3413,1003.7,33.3,27.9,82,78,5,20,2.4,1
3414,1003.4,31.5,27.4,88,79,5.2,25,14,0
3415,1002.4,32.5,27.8,71,64,10.3,10,0,0
3416,998.9,34.6,28.8,80,83,6.2,7,0,1
3417,997.5,34.9,27.6,80,81,4,33,21.4,1
3418,995.8,29.8,26.9,90,88,1.2,50,21.3,1
3419,997.2,29.4,26.4,90,89,0.3,40,92.5,1
3420,998.1,30.9,27.5,85,74,3,19,8.3,0
3421,996.2,32.6,27.4,78,81,9.6,18,0,0
3422,993.1,34.2,28.2,78,82,7.3,29,0,0
3423,994.1,32.4,29.1,76,81,6.7,28,0,1
3424,998.8,32.4,27.4,87,86,2.7,10,21.8,1
3425,1003.5,29.6,26.2,91,88,0.1,10,32.2,1
3426,1005.7,27.9,26,88,89,0,14,3.1,1
3427,1007.4,27.6,24.8,91,90,0.2,13,70.7,1
3428,1009.7,30.8,25.7,88,84,3.4,8,44.9,0
3429,1010.2,31.8,27.5,80,74,8.3,10,0,0
3430,1010.6,33.1,28.2,77,67,9.2,11,0,1
3431,1011.1,30.9,27.9,81,80,3.2,3,2,1
3432,1010.9,32,27.9,85,74,4.6,9,12.7,0
3433,1010.9,32.1,27.8,82,61,4.3,10,0.3,0
3434,1008.8,33.1,28,74,40,9.4,9,0,0
3435,1007.1,32.9,28,70,21,11.3,15,0,0
3436,1007.2,32.4,28.2,73,27,11,15,0,0
3437,1007.8,34.2,28.6,75,48,8.8,15,0,0
3438,1008.6,33.2,28.5,72,73,9.7,12,0,0
3439,1009,33.3,28.3,78,80,6.7,24,0,0
3440,1008.6,33.3,28.4,79,60,9.2,12,0,0
3441,1008.4,33.4,28.6,78,55,5.2,6,0,0
3442,1007.8,33.5,28,73,23,11.6,15,0,0
3443,1007.6,33.1,29.2,78,62,8,8,0,1
3444,1008.6,33.8,28.2,77,64,8.4,10,2.4,0
3445,1009,33.4,27.8,74,67,8.1,23,0,0
3446,1007.6,33.9,27.5,72,57,9.6,27,0,0
3447,1006.2,34.3,28.4,71,69,9.5,30,0,0
3448,1005.3,33.7,28.4,74,81,3.8,18,0,0
3449,1005.1,33.9,28.3,71,41,9.4,21,0,0
3450,1005.6,33.9,28.1,72,32,10.8,21,0,0
3451,1006.8,34.6,28,74,28,10.3,17,0,0
3452,1007.2,34.3,27.4,73,30,11,17,0,1
3453,1007.4,32.1,25.8,78,82,6.6,29,37.1,0
3454,1006.6,31.6,27.3,72,84,3.2,57,0.9,1
3455,1007.7,28.5,26.4,86,86,0.4,46,11.8,1
3456,1008.4,32.2,26.3,84,76,5,30,5.7,1
3457,1007.5,32.7,26.2,79,74,5.6,11,23.4,1
3458,1002.1,30,25.4,86,86,0.6,61,38.8,1
3459,1004,30,25,91,91,1,53,190.3,1
3460,1010.2,29.6,26.4,89,84,1.7,27,20.5,0
3461,1011.8,32.1,27.2,82,60,8,12,0,0
3462,1010,32.5,27.3,78,30,10.7,17,0,0
3463,1007.8,33.2,28.6,77,47,10.8,17,0,0
3464,1008.9,32.9,28.9,79,75,7.1,9,0,1
3465,1009.2,31.8,26.8,81,81,5.1,9,9.5,1
3466,1009.3,30.9,25.7,76,84,5.5,21,1.3,0
3467,1009.2,32.4,25.8,73,53,9.8,30,0,0
3468,1009.6,32.1,27.3,74,60,6.5,43,0,0
3469,1009.8,32.4,27.8,73,41,8.8,29,0,0
3470,1007.8,33.8,27.7,74,51,9.6,16,0.3,0
3471,1005.2,30.7,27.5,72,77,1.8,32,0,1
3472,1004.8,29.3,24.5,87,92,0,39,52.7,1
3473,1005.5,25.8,24.2,92,87,0,50,31,0
3474,1011.4,31.6,25,80,79,4.5,15,0,0
3475,1010.5,31.4,25.8,73,57,6.4,17,0,0
3476,1009.7,30.6,26.1,71,56,4,9,0,0
3477,1008.8,31.3,25.2,57,53,10.3,17,0,0
3478,1007.9,31.3,25.3,51,42,10.3,25,0,0
3479,1008.4,32.1,25.9,57,68,6.9,19,0,1
3480,1008.4,31,24.6,70,52,8.9,11,25.4,0
3481,1009,28.6,25.1,72,59,6.6,12,0,0
3482,1009.1,29.6,24.4,66,54,9.1,5,0,0
3483,1011.2,30.1,24.2,66,28,10.6,21,0,1
3484,1013.1,28.8,24,80,86,1,51,5.1,1
3485,1014.1,27.4,23.7,84,87,0.9,46,1.5,0
3486,1014.6,29.3,25.4,78,73,8.2,33,0,1
3487,1015.6,27.2,24.5,87,88,0.5,34,9.5,0
3488,1015.5,28.7,23.5,78,81,4.7,32,0,0
3489,1012.9,28.5,24.7,79,80,5.4,,0,0
3490,1009.9,30.5,24.2,74,38,9.9,,0,0
3491,1010.8,28.5,24.4,71,45,8.4,,0,1
3492,1011.1,26.8,24.6,83,87,0.3,,2,0
3493,1013.4,25.3,23,83,88,0.2,,0.9,0
3494,1014.9,27,24.1,78,88,1.1,,0,0
3495,1013.7,28,23.8,74,57,6.9,11,0,0
3496,1011.3,29.3,23.5,66,21,9.9,9,0,0
3497,1010.6,28,24.4,71,28,8.4,10,0,0
3498,1012.8,28.3,24.8,77,61,6.9,11,0,0
3499,1015,27.7,24.1,76,47,8.3,17,0,0
3500,1016.5,26.6,23.4,73,61,8.7,32,0,0
3501,1017.9,27.9,23.1,73,40,8.4,25,0,0
3502,1017.2,28.1,23.4,73,36,9.4,23,0,0
3503,1016,27.6,23,76,48,7.7,22,0,0
3504,1015.5,30.3,24.4,69,45,9.7,21,0,0
3505,1022.8,26.2,19.6,45,41,9.8,48,0,0
3506,1025.8,21.2,15.8,47,52,5.2,37,0,0
3507,1022.9,24.4,17.1,53,51,6.6,22,0,0
3508,1019.3,27.3,21.1,67,55,4.5,16,0,0
3509,1015.8,27.1,22.3,79,63,8.8,20,0,0
3510,1014.2,27.6,23.8,79,82,5.9,22,0,0
3511,1012.9,26.8,24.4,85,80,0.3,15,0,0
3512,1009.6,27.3,24.4,85,78,4,11,0,0
3513,1007.2,29,24.9,78,29,10.2,12,0,0
3514,1009.2,28.8,24.7,80,74,5.4,19,0,1
3515,1012.6,27.8,22.7,82,82,0.9,20,5.2,0
3516,1014.5,22.7,16.4,75,45,7.8,29,0.2,0
3517,1015.1,19.5,15.6,74,83,0.2,25,0,1
3518,1013.4,20.7,18.3,86,88,0,43,20.2,1
3519,1014.8,20.7,12.8,88,93,0.1,34,34.8,0
3520,1021.4,13.2,10.5,67,88,0,45,0,0
3521,1023.5,15.9,9.7,72,87,1.4,26,0,0
3522,1024.1,18.2,12,66,58,8.1,23,0,0
3523,1024.9,18.6,13.2,62,68,7.5,35,0,0
3524,1024.2,17.2,12.3,59,72,2.3,33,0,0
3525,1021.4,19.1,13,56,42,9,26,0,0
3526,1018.7,22.6,15.9,69,33,8.9,22,0,0
3527,1016.4,23.7,17.8,78,17,9.6,11,0,0
3528,1016.5,23.9,18.9,82,39,9.3,18,0,0
3529,1016.4,22.9,20.4,82,86,5.1,30,0,0
3530,1017.2,25,20.2,77,60,6.5,16,0,0
3531,1018.8,23.2,20.2,76,42,9,28,0,0
3532,1020.2,23.2,19.5,75,71,6.4,23,0,0
3533,1021.5,21.9,16.8,74,26,9.5,20,0,0
3534,1020.9,21.9,18.1,73,55,6.2,23,0,0
3535,1021.3,19.7,15.1,60,11,9.5,30,0,0
3536,1019.8,20.1,15.7,67,26,8.9,17,0,0
3537,1019.7,20.1,14.8,58,16,9.7,22,0,0
3538,1018.2,20.3,16.3,71,43,9,35,0,1
3539,1017.7,19.1,16.8,85,84,0,45,5.5,1
3540,1016.8,19.8,17.8,94,88,0.1,35,14.1,0
3541,1015.6,20.4,18.7,91,88,0,19,0.4,0
3542,1014.8,23,18.3,84,60,6.8,7,0,0
3543,1016.6,24,19.4,84,64,8,19,0,0
3544,1017.8,20.9,19.8,84,84,0.1,27,0,0
3545,1017.9,22.9,19.1,83,44,8,11,0,0
3546,1018.5,21.2,18.7,85,72,2.1,33,1,1
3547,1018.1,20.6,15.8,89,84,0.2,32,9.6,1
3548,1021.3,15.8,12.7,84,81,0,30,3.8,0
3549,1023.4,14.1,11.5,75,85,0,28,0,0
3550,1025.8,14.1,11.7,76,88,0,26,0,0
3551,1027.8,15.3,11.5,67,86,0.8,26,0,0
3552,1026.9,16.5,11.3,50,60,7.6,23,0,0
3553,1026,17.1,12.9,55,78,4.6,25,0,0
3554,1022.1,18.3,14.2,72,38,9.3,25,0,0
3555,1019.1,20.7,16.1,76,82,5.1,24,0,0
3556,1016.2,23.1,18.3,84,24,9.4,10,0,0
3557,1015.3,22.4,18,81,48,7.1,5,0,0
3558,1016.6,19.3,17.3,78,80,0.9,35,0,1
3559,1016.8,18.6,10.6,86,83,0,36,3.1,1
3560,1018.4,14.6,9.4,85,87,0,24,5.7,1
3561,1015.1,16.9,13.8,92,88,0,30,3.5,1
3562,1015.3,17.9,16.4,93,87,0,22,2.5,0
3563,1018.1,18.1,15,73,84,2.7,37,0,1
3564,1016.1,20,16.1,88,88,0.5,21,5.2,1
3565,1017.1,18.3,15.8,87,85,1.4,21,3.5,0
3566,1015.1,19.9,15.9,81,68,7.3,21,0,0
3567,1015.6,18.5,15.9,84,85,0.1,42,0.8,1
3568,1018.6,16.8,14.4,90,88,0,31,1.2,0
3569,1021.3,14.7,12.6,84,88,0,25,0.5,0
3570,1020.6,15.5,11.6,80,88,0,19,0.9,0
3571,1018.9,17.1,13.6,78,76,3.2,30,0,0
3572,1017.3,19.1,15.7,80,86,3.1,30,0,1
3573,1018.3,18.2,12,89,80,0,26,12.5,0
3574,1023,15.2,9.9,63,21,9.6,36,0,0
3575,1026.8,15.9,9.8,53,45,9.5,22,0,0
3576,1026.6,16.1,12.8,66,57,8.7,32,0,0
3577,1025,18.4,13.8,68,36,9,31,0,0
3578,1025.8,19.7,15,66,47,8.4,25,0,0
3579,1025.9,19.8,14.6,77,38,7.7,27,0,0
3580,1023.8,19.7,14.8,78,50,9.8,29,0,0
3581,1021,20.2,15.9,80,85,5,28,0,0
3582,1019.7,22.7,19.6,83,88,0.1,30,0,0
3583,1018.5,24,21.3,87,81,1.6,27,0,0
3584,1021.5,21.6,16.5,86,85,1.7,39,0,0
3585,1022.7,16.6,14.9,86,88,0,26,0,0
3586,1021.1,17.1,14.5,85,88,0,23,0,0
3587,1021.1,21.7,16.1,78,87,1.1,20,0,0
3588,1023.4,17.8,15.4,79,88,0.1,30,0,0
3589,1019.6,18.9,15.5,84,87,2,27,0,0
3590,1017.4,22.4,17.4,91,83,1,10,0,0
3591,1019.4,19.5,17.4,89,84,0.2,26,0,0
3592,1018.2,20.6,17.1,84,78,5.2,24,0,0
3593,1016.5,24.5,19.2,83,46,9.7,7,0,0
3594,1015.1,23.8,19.7,84,76,9.7,9,0,0
3595,1015.5,20.8,18.2,89,86,0,21,0,0
3596,1016.8,19.5,17,89,88,0,29,0,0
3597,1017.7,18.1,16.3,91,89,0,33,0.4,0
3598,1017.6,17.9,16.8,89,90,0,34,0,0
3599,1017.4,18,16.9,90,92,0,29,0,1
3600,1017.7,17.6,16.3,96,92,0,33,94.1,1
3601,1015.9,19,17.2,97,88,0.1,20,7.1,0
3602,1014.4,23.8,19,93,87,1.5,14,0,0
3603,1013.2,25.8,22.8,85,84,1.2,21,0,0
3604,1013.9,26.9,23.9,81,85,2.7,18,0,0
3605,1020,24.5,11.9,79,87,0,24,0,1
3606,1019.8,14.8,11.6,89,92,0,39,1.7,1
3607,1015.5,16.3,14.6,97,96,0,27,2.3,0
3608,1018.9,15.2,10.8,93,92,0,19,0.6,0
3609,1022.3,11.2,9.1,88,88,0,28,0.6,0
3610,1022.8,10.5,8.9,87,88,0,29,1,0
3611,1024.1,10.5,8.2,84,94,0,28,0.8,1
3612,1022.7,11.2,7.7,89,92,0,20,3.7,0
3613,1020,15.9,10.7,80,88,2,19,0,0
3614,1017.2,18.7,14,80,84,3.7,23,0,0
3615,1015.6,19.1,16.7,87,88,0.1,18,0.1,0
3616,1014.1,23.8,17.9,86,86,4,10,0,0
3617,1010.3,24.4,20.2,88,87,1.4,19,0,0
3618,1009.4,26.3,22.9,87,88,1.3,20,0.4,0
3619,1009.7,25.8,23,88,88,0.4,15,0.3,0
3620,1011.7,27.1,23.1,89,86,2,13,0,0
3621,1014.3,26.2,22,91,87,1.7,9,0,0
3622,1014,24,21.1,94,88,0.5,12,0,0
3623,1012,26.2,22.5,87,83,0.4,12,0,0
3624,1011.7,26.9,23.3,88,84,1.2,19,0,0
3625,1011.2,25.8,23,88,86,0.1,18,0.1,0
3626,1010.9,27.5,24.1,82,84,4.7,18,0,0
3627,1012.3,27.4,24.6,84,82,0.9,19,0,1
3628,1015.6,25.5,17,92,94,0,23,4.9,0
3629,1017.4,17.8,13.2,94,98,0,33,0.5,1
3630,1025,13.3,8.9,75,88,0,54,2.7,0
3631,1027.6,16.8,8.1,48,35,10.3,31,0,0
3632,1024.1,19.8,12.1,63,41,9.7,16,0,0
3633,1019.7,17.8,15.7,85,84,0,21,0.4,0
3634,1016.2,20.3,17.4,93,89,0.1,18,0,0
3635,1014.4,21.6,18.9,96,88,1.2,18,0,0
3636,1015,26.6,20.8,92,65,7,5,0,0
3637,1020.4,21.9,17.8,86,85,0,23,0,0
3638,1022.6,20.7,17.3,77,87,0.2,22,0,0
3639,1020.2,24.4,18.7,79,60,9,5,0,0
3640,1016.3,25.2,18.9,78,29,10.2,10,0,0
3641,1013.4,24.5,19.7,82,79,1,6,0,0
3642,1013.7,28.1,20.1,80,50,8.7,14,0,0
3643,1013.3,25.5,19.3,77,66,8.3,23,0,0
3644,1010.9,26.4,20.8,88,82,3.4,14,0,0
3645,1010.2,29.1,20.3,86,71,4.7,5,0,1
3646,1017.5,20.2,14.7,71,88,0.3,45,8.9,0
3647,1021.2,20.9,14.7,52,28,10.3,34,0,0
3648,1021.3,20.9,16.5,67,86,0.5,27,0,0
3649,1020.3,24.7,17,66,32,10,21,0,0
3650,1020,19.4,17.1,63,72,0.6,45,0,0
3651,1018.2,20.5,17.9,83,87,0.1,40,0,0
3652,1016,24.9,19.9,84,77,6.7,21,0,0
3653,1013.6,26.2,21.1,89,82,2.3,9,0,1
3654,1015.1,24.8,18.4,92,87,1,20,2,0
3655,1017.6,18.4,17.6,88,88,0,42,0,0
3656,1014.8,20.1,17.7,92,87,0.1,26,0,0
3657,1012.4,21.7,19.4,95,87,0.1,15,0,0
3658,1012.4,25.9,21.3,93,88,0.9,13,0,1
3659,1016.7,22.4,18.1,91,88,0,36,1.8,1
3660,1015.9,18.3,15.5,88,89,0,29,9.6,0
3661,1013.4,21,17.7,87,85,1.8,15,0,1
3662,1011,19.9,18.7,96,90,0,21,1.7,0
3663,1008.8,26.2,19.9,91,84,0.9,18,0,0
3664,1009.4,28.4,24.4,87,78,2.1,12,0,0
3665,1013.8,29.5,19.5,91,83,3.8,22,0.9,0
3666,1016.9,19.8,18.1,90,89,0,39,0.3,1
3667,1018.1,19.7,13.5,94,87,0,28,8.2,0
3668,1020,18.3,14.3,83,88,0,23,0,1
3669,1019.2,19.6,16.4,84,88,0,34,2,1
3670,1016.1,20.4,17.8,92,88,0.1,26,3.1,0
3671,1012.3,25.5,20.2,89,80,5.2,15,0,1
3672,1010.4,25.6,21.7,94,84,0.5,11,1.1,0
3673,1010,28.4,23.7,87,85,2,16,0,1
3674,1010.9,28.4,21.1,87,87,0.5,17,6.8,0
3675,1016.7,25.9,18.7,70,74,6.4,27,0,0
3676,1018.2,24.8,19.6,67,63,8.4,33,0,0
3677,1017.4,23.6,19.2,73,84,1.7,37,0,0
3678,1016.8,24.7,20.4,80,86,2.7,20,0.2,0
3679,1016,24.8,19.8,76,85,0.7,11,0,0
3680,1014.4,25.8,21.2,81,85,0.7,9,0,1
3681,1015.3,24.2,18.1,89,87,0.4,28,40.6,0
3682,1016.7,26,18.2,84,78,6.9,25,0.6,0
3683,1015.4,28.1,20.8,82,71,7.3,12,0,0
3684,1013.3,28.5,22.3,80,45,9.1,5,0,0
3685,1012.1,27.8,22.2,82,46,8.8,16,0,0
3686,1009.6,26.8,23,88,84,2.2,21,0,0
3687,1007.5,27.8,23.6,87,88,1,11,0,0
3688,1007,28.7,26,87,85,0.7,26,0.2,1
3689,1007,28.3,23,92,87,0.9,18,29.1,0
3690,1006.8,27.2,24.5,92,84,3.6,10,0,1
3691,1005.9,30,24.6,86,84,5.9,14,3.9,1
3692,1008.1,26.4,21.9,94,84,0,10,27.6,0
3693,1011.7,26.4,22.6,89,91,1.9,26,0.3,0
3694,1012.2,26.6,23.2,87,88,2.4,27,0,0
3695,1010.7,26.1,22.6,90,88,1.8,25,0.7,0
3696,1009,25.7,23.7,93,87,1.1,20,0,1
3697,1009.6,26.5,23,92,88,2.4,24,11.9,0
3698,1011.1,26.9,22.7,92,85,3.2,23,0.8,0
3699,1011.6,27.3,24.1,89,80,3.9,19,0,0
3700,1010.2,29.6,25,85,72,3.9,8,0,1
3701,1009.2,28.8,22.6,89,79,0.2,16,55.7,1
3702,1010.1,29.9,22.6,87,73,4.4,13,8.1,0
3703,1008.7,30.7,26.3,84,82,2.8,20,0,0
3704,1004.5,29.6,28.2,82,86,0.2,38,0,1
3705,1003.2,29,23.9,80,81,0,21,10.1,0
3706,1006.9,29.5,22.7,65,30,12.3,16,0,0
3707,1008,29.6,23.1,75,32,12.4,18,0,0
3708,1007.5,29.9,24.1,77,72,9.6,31,0,0
3709,1007.6,27.5,25,86,84,0.5,27,0,0
3710,1008.4,29.6,24.9,84,74,8.6,14,0,1
3711,1006.9,29.2,24.6,89,87,0.4,15,22.6,1
3712,1006.3,28.9,25.5,91,87,0.6,5,5.3,0
3713,1007.9,25.7,23.9,89,88,0,26,0.3,1
3714,1008,26.8,21.2,84,88,1.7,34,16.1,1
3715,1008.3,23.4,20.4,97,93,0,45,29.3,0
3716,1010.2,25.3,20.5,90,86,3.2,17,1,0
3717,1010.1,26.8,22.8,85,89,1.1,7,0,1
3718,1009.6,28,22.9,85,84,3.4,15,8.2,0
3719,1010.3,28.2,23.5,80,59,8.5,15,0,0
3720,1010.8,28.5,23.9,80,49,10.8,14,0,0
3721,1009.5,28.7,24,84,84,6,20,0,1
3722,1007.9,27.1,24.3,93,87,0,17,16.7,1
3723,1008.5,26.5,24.8,97,92,0,8,58.4,0
3724,1008.5,30.1,25.5,87,83,4.5,9,0,0
3725,1008.2,30.7,25.8,83,85,4.8,6,0,1
3726,1007.4,29.6,26,87,84,0.4,26,29,1
3727,1006.9,31.2,27.1,83,86,2.2,32,6.4,0
3728,1006.4,30.1,28.6,84,86,0,30,0.1,1
3729,1006.8,30.6,27.8,83,86,1.1,32,3.8,0
3730,1007.6,31.4,28.9,80,83,2.1,30,0,0
3731,1008.1,31.4,28.7,78,83,5.1,29,0,0
3732,1008.2,31.5,28.6,77,74,8.3,23,0,1
3733,1007.3,31.5,27.9,79,85,4.3,24,1.9,1
3734,1007.5,32,28.3,78,76,4.7,20,1.4,1
3735,1008.6,31.5,27.9,80,82,4.1,18,4.6,1
3736,1007.7,30.1,24.4,85,84,1.9,16,41,1
3737,1003.6,30.2,25.6,84,88,1,31,39,1
3738,1001.8,29.8,27.6,83,88,0.1,32,2.9,1
3739,1005.1,27.8,25,93,92,0,16,127.6,1
3740,1006.9,26.6,25,95,88,0,17,44.2,1
3741,1007.3,28.6,24.5,96,90,0.1,13,43.2,0
3742,1009,30.3,25,90,54,6.4,13,0.1,0
3743,1008.9,32.7,26.9,81,32,6.7,6,0,0
3744,1008.4,32.4,26.9,76,33,11.8,10,0,0
3745,1007.7,32.8,27.8,76,35,12.4,19,0,0
3746,1008.4,32.7,28.3,76,46,10.1,26,0,0
3747,1008.4,32.7,28.7,79,55,11.2,30,0,0
3748,1006.7,33,28.6,78,54,11.1,36,0,0
3749,1006.9,31.7,28.8,79,83,7.7,33,0,0
3750,1008.2,32.1,28.9,78,78,9.4,24,0,0
3751,1008.1,33.6,28.4,76,69,10.6,23,0.4,1
3752,1008.2,31.1,27.9,76,83,8.1,22,1.7,1
3753,1009,33,27,76,64,10.2,18,3.9,1
3754,1008.9,32.8,27.3,76,61,11.2,18,1.8,0
3755,1008.4,33.5,28.2,75,55,10.1,16,0,0
3756,1008.5,32.7,28.3,79,61,9,12,0,0
3757,1008.4,33.9,28.3,79,73,7.9,18,0,1
3758,1007.5,32.5,26.4,86,89,4.9,23,8.4,1
3759,1008.3,31.7,25.3,88,77,8.3,23,17.8,1
3760,1010.5,31.9,23.6,89,85,9.6,19,40,1
3761,1011.1,32.1,24.4,86,61,10,7,1.1,0
3762,1009.3,33.6,27.3,77,33,10.9,6,0,0
3763,1008.6,33,27.8,81,57,9.1,10,0,1
3764,1007.4,30,24.8,91,88,0.9,29,29.6,1
3765,1006.9,29.5,24.6,93,88,0.2,35,182.4,1
3766,1007.8,30.1,25.4,91,86,1.5,17,14.6,1
3767,1008.1,31.9,25.6,86,80,9,13,1.1,0
3768,1007.5,32.3,27.1,81,58,10.6,8,0,0
3769,1007.5,32.3,27.5,80,72,9.1,12,0,1
3770,1008.2,30.1,26.4,86,90,2.9,24,33.6,1
3771,1008.3,29.4,23.9,91,93,0,23,122.5,1
3772,1006.9,31.8,24.5,83,86,4.6,25,4.6,1
3773,1006.9,32.4,26.9,80,79,7.8,22,5.1,0
3774,1008.2,33.4,28,78,70,7.6,16,0.8,0
3775,1010.3,32.7,28.3,79,51,9.2,16,0,1
3776,1010.3,32.7,28,79,64,8.5,14,1.1,0
3777,1007.5,32.2,27.3,76,39,10.4,17,0,0
3778,1005.1,33.1,27.5,74,28,10.7,18,0,1
3779,1005.5,33.7,24.3,79,62,8.7,13,41.6,1
3780,1006,32.2,25,81,82,6.4,20,1.6,1
3781,1004.5,32.2,25.7,84,81,6.1,23,39.1,1
3782,1003.5,32.2,25.8,84,84,7.4,28,18,0
3783,1003.9,32.6,27.7,82,76,10.2,17,0.2,0
3784,1006.2,33.7,28,77,46,8.8,8,0,1
3785,1008.7,30.1,26.9,88,69,1.8,6,22.2,1
3786,1009.5,32.6,27.1,79,61,6.7,11,3,1
3787,1008.7,32.7,27.9,79,54,8,13,3.8,1
3788,1009.2,31.7,28,79,56,6.9,11,8.7,1
3789,1010.4,29.6,26.1,83,68,4.8,13,13.5,1
3790,1010.3,30.1,25.3,85,80,1.4,13,5.1,1
3791,1010.1,32.6,26.2,83,73,7.6,8,3.2,0
3792,1011.7,30.9,26.9,84,74,5.5,16,0,1
3793,1012.9,30.1,25.3,92,87,2.3,29,56.4,1
3794,1012.6,32.1,24.5,85,82,8.7,15,22.1,0
3795,1009.8,32.8,27.2,78,57,10.9,18,0,1
3796,1008.4,31.9,26.5,83,74,9,32,9.1,1
3797,1008.6,31.8,25.1,84,78,5.3,27,23.7,1
3798,1010.4,29.3,25.3,93,88,2,18,42.6,1
3799,1010.4,30.5,26.3,82,88,4.3,12,5.2,0
3800,1008.7,31.5,27.2,82,67,5.3,5,0,0
3801,1007.5,32,26.4,78,43,9.8,5,0,1
3802,1007.2,30.8,24.7,81,44,5.4,6,30.1,0
3803,1006.6,32.9,27.1,78,71,9.1,14,0,0
3804,1004.1,32.6,27.7,74,80,7.6,10,0,0
3805,1002.4,33,28.1,69,83,4.6,10,0,0
3806,1002.9,34.1,29,62,78,7.2,14,0,1
3807,1003.5,31.3,25.7,70,86,0.7,14,16.2,1
3808,1003.6,27.8,24.8,93,88,0,28,47.4,1
3809,1005.5,28,25.2,89,88,0.4,24,3.5,1
3810,1007.5,30.8,25.8,86,70,5.1,13,4.9,0
3811,1007.9,32.1,26.8,78,46,11.1,10,0,0
3812,1007.2,31.7,28.3,79,59,9.4,19,0,1
3813,1005.9,32.4,26.3,80,58,7.5,16,27.6,1
3814,1005.8,31.3,25.4,83,84,4.7,8,22.5,1
3815,1005.9,31.2,23.9,81,89,7.1,17,58.8,1
3816,1008.9,26.4,24.4,93,96,0,14,51.8,1
3817,1010.7,28.8,23.8,94,86,2,12,95.9,0
3818,1011.1,30.1,24.2,89,48,10.5,14,0.1,1
3819,1011.7,29.9,26,86,68,6.6,17,1.7,1
3820,1011.5,31.4,26,83,58,9.8,16,1.7,0
3821,1010.3,32.3,26.7,78,46,8.6,8,0,0
3822,1009,31.8,26.8,75,41,11.1,14,0,0
3823,1007.9,32.7,27.5,76,59,10.7,15,0,0
3824,1004.2,32.8,28.5,75,71,8.9,22,0,1
3825,1000,30.8,25,82,84,0,35,67,1
3826,1007.4,26.1,23.1,95,92,0,29,178.8,0
3827,1011.5,26.5,24.3,92,84,0,17,0.8,0
3828,1011.9,28.8,25.3,87,87,1.7,14,0,0
3829,1011.6,31,26,84,60,10.2,16,0,0
3830,1012.5,30.3,26.1,84,67,6.2,23,0,0
3831,1013.5,30.6,26,82,51,8.2,20,0,0
3832,1012.9,31.5,26.4,82,54,9.4,14,0,0
3833,1013.1,31.9,26.7,80,46,10.9,15,0,0
3834,1013.4,31,27.2,80,68,7.4,31,0,1
3835,1013.1,30.7,26.1,82,81,4.5,35,4.4,0
3836,1012.4,30.5,25.8,80,71,9.1,39,0,0
3837,1011.7,31.6,26,74,63,9.2,28,0,0
3838,1012.4,30.7,26.3,72,83,7.4,26,0,0
3839,1013.7,26.6,24.2,67,92,1.1,30,0,1
3840,1013.9,25.1,22.9,78,89,0,35,2.2,0
3841,1013.6,25.4,22.3,82,90,0.8,39,0.9,0
3842,1012.3,26.6,24.5,78,91,0.4,36,0,0
3843,1010.7,28.3,25.2,79,88,2.3,31,0,1
3844,1009.2,27,23.9,81,88,0.9,35,1.4,1
3845,1009.2,26.1,24.1,93,89,0,42,10.2,1
